SMILES,Molecule Name,Log_Caco_ER
Cn1cc(C(=O)N2CCN(c3ccc(CN4CC5(COC5)C4)cc3)CC2)c2cccnc21,E-0012197,0.5132176000679389
Cn1cc(C(=O)N2CCN(c3ccc(CN4CC5(CCCO5)C4)cc3)CC2)c2cccnc21,E-0012198,0.3617278360175928
C[C@@H](Nc1nc(-c2ccccc2)cc(=O)[nH]1)c1ccccc1,E-0012200,0.2253092817258628
O=c1cc(-c2ccccc2)nc(NC2(c3ccccc3)CC2)[nH]1,E-0012201,0.2479732663618066
O=c1cc(-c2ccccc2)nc(NCc2ccccn2)[nH]1,E-0012202,0.3074960379132129
O=c1ccc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc2[nH]1,E-0012203,0.2528530309798932
N#Cc1cccc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,E-0012205,0.250420002308894
Clc1cccc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,E-0012206,0.2041199826559248
COc1cccc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,E-0012207,0.2405492482825997
CN(C)CCOc1cccc(Nc2nc(-c3ccccc3)cs2)c1,E-0012208,0.2013971243204514
N#CCNC1CCN(C(=O)c2n[nH]c3ccccc23)CC1,E-0012209,0.3096301674258988
CC(=O)Nc1ccc(Nc2cc(N)n3nccc3n2)cc1,E-0012210,0.6242820958356683
CN1CCC(c2ccc(Nc3cc(N)n4nccc4n3)cc2)CC1,E-0012212,0.3443922736851107
Cn1cc(C(=O)N2CCN(c3ccc(CN4CCC4)cc3)CC2)c2ccccc21,E-0012213,0.255272505103306
Cn1cc(C(=O)N2CCN(c3ccc(CN4CC(F)C4)cc3)CC2)c2ccccc21,E-0012214,0.2329961103921538
Cn1cc(C(=O)N2CCN(c3ccc(CN4CC(C(F)(F)F)C4)cc3)CC2)c2ccccc21,E-0012215,0.3404441148401183
Cn1cc(C(=O)N2CCN(c3ccc(CN4CC(CO)C4)cc3)CC2)c2ccccc21,E-0012216,1.2000292665537704
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ccccc45)CC3)cc2)C1,E-0012217,0.3617278360175928
Cn1cc(C(=O)N2CCN(c3ccc(CN4CC(C)(CO)C4)cc3)CC2)c2ccccc21,E-0012218,1.0511525224473812
COCC1(C)CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ccccc45)CC3)cc2)C1,E-0012219,0.2787536009528289
Cn1cc(C(=O)N2CCN(c3ccc(CN4CC5(COC5)C4)cc3)CC2)c2ccccc21,E-0012220,0.359835482339888
Cn1cc(C(=O)N2CCN(c3ccc(CN4CC5(CCCCO5)C4)cc3)CC2)c2ccccc21,E-0012221,0.292256071356476
O=C(c1cc[nH]n1)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0012222,0.2041199826559248
O=C(c1n[nH]c2ccccc12)N1CCN(c2ccc(Cl)cc2)CC1,E-0012223,0.2278867046136735
COc1ccc2[nH]c3c(=O)n(CC[C@H](C)N4CCCCC4)ccc3c2c1,E-0012228,0.2600713879850747
COc1ccc2[nH]c3c(=O)n(CC[C@@H](C)N4CCCCC4)ccc3c2c1,E-0012229,0.2695129442179163
COc1ccc2c(c1)c1cc[nH]c(=O)c1n2CC(C)CN1CCCCC1,E-0012230,0.3031960574204888
O=C1CCc2ccc(-c3ccc(OCCN4CCCCC4)cn3)cc2N1,E-0012231,0.2833012287035495
FC(F)(F)c1cccc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,E-0012232,0.2695129442179163
Cc1c[nH]nc1C(=O)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0012234,0.2174839442139062
COc1cccc2[nH]c3c(=O)n(CCCN4CCCCC4)ccc3c12,E-0012236,0.2787536009528289
O=c1c2[nH]c3cc(OC(F)(F)F)ccc3c2ccn1CCCN1CCCCC1,E-0012237,0.2787536009528289
COc1ccc2[nH]c3c(=O)n(CCCN4CCCCC4)ccc3c2c1,E-0012238,0.2787536009528289
CCc1ccc(CNc2cc(-c3ccccc3)[nH]c(=O)n2)cc1,E-0012240,0.3424226808222063
CN(C)c1c[nH]nc1C(=O)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0012241,0.2304489213782739
Cn1nc2ccccc2c1C(=O)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0012242,0.255272505103306
CN1CCN(c2ccc(Nc3cc(N)n4nccc4n3)cc2)CC1,E-0012243,0.3010299956639812
N#Cc1ccc(OC2CCN(C(=O)c3n[nH]c4ccccc34)CC2)cc1,E-0012244,0.255272505103306
N#Cc1ccc(CN2CCN(C(=O)c3n[nH]c4ccccc34)CC2)cc1,E-0012245,0.3010299956639812
Nc1cc2oc(=O)[nH]c2cc1-n1cc(OCCN2CCCCC2)cn1,E-0012246,0.3979400086720376
CN1CCC(Cc2ccc(Nc3nccc(-c4cccc(F)c4)n3)cc2)CC1,E-0012247,0.255272505103306
O=C1CCc2ccc(-n3cc(OCCN4CCCCC4)cn3)cc2N1,E-0012248,0.3010299956639812
Fc1cc(-c2ccnc(Nc3ccc(C4CCNCC4)cc3)n2)cc(N2CCOCC2)c1,E-0012249,0.3617278360175928
Fc1cc(-c2ccnc(Nc3cccc(C4CCNCC4)c3)n2)cc(N2CCOCC2)c1,E-0012250,0.6627578316815741
NC(=O)Cc1cccc(Nc2nccc(-c3cccc(OC(F)(F)F)c3)n2)c1,E-0012251,0.3010299956639812
NC(=O)Cc1cccc(Nc2nccc(-c3cccnc3)n2)c1,E-0012252,0.3222192947339193
NC(=O)Cc1ccc(Nc2nccc(-c3cccc(F)c3)n2)cc1,E-0012253,0.3010299956639812
COc1cccc(-c2ccnc(Nc3ccc(CC(N)=O)cc3)n2)c1,E-0012254,0.3010299956639812
N#Cc1cccc(-c2ccnc(Nc3ccc(CC(N)=O)cc3)n2)c1,E-0012255,0.3617278360175928
NC(=O)Cc1ccc(Nc2nccc(-c3cccc(OC(F)(F)F)c3)n2)cc1,E-0012256,0.3010299956639812
NC(=O)Cc1ccc(Nc2nccc(-c3cccnc3)n2)cc1,E-0012257,0.414973347970818
COC1CN(Cc2ccc(N3C[C@H]4C[C@@H](C3)N4C(=O)c3cn(C)c4ccccc34)cc2)C1,E-0012262,0.3443922736851107
O=C(c1cccc2[nH]cnc12)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0012334,0.1931245983544616
Cn1cc(C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)c2ccccc21,E-0012535,0.3579348470004538
COc1ccc(-c2cc(C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)[nH]n2)c(OC)c1,E-0012664,0.436162647040756
COc1ccc2[nH]c3c(=O)n(C[C@@H](C)CN4CCCCC4)ccc3c2c1,E-0012754,0.255272505103306
COc1ccc2[nH]c3c(=O)n(C[C@H](C)CN4CCCCC4)ccc3c2c1,E-0012755,0.2576785748691845
O=c1c2[nH]c3cc(Cl)ccc3c2ccn1CCCN1CCCCC1,E-0012756,0.2253092817258628
COc1ccc2[nH]c3c(=O)n([C@H](C)CCN4CCCCC4)cnc3c2c1,E-0012757,0.3138672203691534
COc1ccc2[nH]c3c(=O)n([C@@H](C)CCN4CCCCC4)cnc3c2c1,E-0012758,0.2833012287035495
COc1ccc2[nH]c3c(=O)n(CC4(CN5CCCCC5)CC4)cnc3c2c1,E-0012759,0.2695129442179163
CC(C)N1CCN(c2ncn(-c3ccc(Nc4ncc5cccc(Cl)c5n4)cc3)n2)CC1,E-0012761,0.3031960574204888
Fc1cc(-c2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)cc(N2CCOCC2)c1,E-0012762,0.3010299956639812
NC(=O)Cc1cccc(Nc2nccc(-c3cccc(N4CCOCC4)c3)n2)c1,E-0012763,0.359835482339888
CN1CCN(c2cccc(-c3ccnc(Nc4cccc(CC(N)=O)c4)n3)c2)CC1,E-0012764,0.6866362692622934
COc1cccc(-c2ccnc(Nc3cccc(CC(N)=O)c3)n2)c1,E-0012765,0.320146286111054
N#Cc1cccc(-c2ccnc(Nc3cccc(CC(N)=O)c3)n2)c1,E-0012766,0.3560258571931227
NC(=O)Cc1ccc(Nc2nccc(-c3cccc(N4CCOCC4)c3)n2)cc1,E-0012767,0.404833716619938
Fc1cccc(-c2cccc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,E-0012768,0.255272505103306
CS(=O)(=O)Nc1cccc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)c2)c1,E-0012769,0.5105450102066121
CS(=O)(=O)Nc1cccc(-c2cncc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,E-0012770,0.7781512503836436
CC(C)c1c[nH]nc1C(=O)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0012771,0.3364597338485295
O=C(c1n[nH]cc1-c1ccccc1)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0012772,0.3364597338485295
N#Cc1ccc(OC2CCN(C(=O)c3n[nH]c4cc(F)ccc34)CC2)cc1,E-0012775,0.2600713879850747
O=C(c1n[nH]c2cc(F)ccc12)N1CCN(Cc2ccc(C(F)(F)F)cc2)CC1,E-0012776,0.3654879848908997
O=C(c1n[nH]c2cc(F)ccc12)N1CCN(Cc2ccc(Cl)cc2)CC1,E-0012777,0.3304137733491907
N#Cc1ccc(CN2CCN(C(=O)c3n[nH]c4cc(F)ccc34)CC2)cc1,E-0012778,0.2833012287035495
COc1ccc2c(C(=O)N3CCC(Oc4ccc(C(F)(F)F)cc4)CC3)n[nH]c2c1,E-0012779,0.3873898263387294
O=C(c1n[nH]c2ccccc12)N1CCC(Oc2ccc(Cl)nc2)CC1,E-0012780,0.3384564936046048
O=C(c1n[nH]c2cc(F)ccc12)N1CCC(Oc2ccc(Cl)nc2)CC1,E-0012781,0.3096301674258988
COc1ccc2c(C(=O)N3CCC(Oc4ccc(Cl)nc4)CC3)n[nH]c2c1,E-0012782,0.2329961103921538
COc1ccc2[nH]c3c(=O)n(CC(C)(C)CN4CCCCC4)ccc3c2c1,E-0012783,0.3074960379132129
COc1ccc2c(c1)[nH]c1c(=O)n(CCCN3CCCCC3)ccc12,E-0012784,0.2764618041732442
O=c1c2[nH]c3c(C(F)(F)F)cccc3c2ccn1CCCN1CCCCC1,E-0012785,0.2855573090077737
O=c1c2[nH]c3cc(C(F)(F)F)ccc3c2ccn1CCCN1CCCCC1,E-0012786,0.271841606536499
O=c1c2[nH]c3cccc(C(F)(F)F)c3c2ccn1CCCN1CCCCC1,E-0012787,0.3344537511509309
COc1ccc2[nH]c3c(=O)n(CCN4CCCCC4)ccc3c2c1,E-0012788,0.292256071356476
COc1ccc2[nH]c3c(=O)n(CCCN4CCCCC4)cc(F)c3c2c1,E-0012789,0.2329961103921538
COc1ccc2[nH]c3c(=O)n(CCN4CCCCC4)cc(F)c3c2c1,E-0012790,0.271841606536499
COc1cccc(Nc2cc(C)nc3ccc(-c4ncc[nH]4)cc23)c1,E-0012791,0.7737864449811935
CN1CCC(c2ccc3[nH]nc(C(=O)N4CCC(Oc5ccc(Cl)cc5)CC4)c3c2)CC1,E-0012792,0.6253124509616739
O=C(c1n[nH]c2cc(F)ccc12)N1CCC(Oc2ccc(Cl)cn2)CC1,E-0012793,0.320146286111054
O=C(c1n[nH]c2ccccc12)N1CCC2(CC1)CN(c1ccc(Cl)cc1)C2,E-0012794,0.5888317255942073
O=C(c1n[nH]c2ccccc12)N1C2CCC1CN(Cc1ccc(Cl)cc1)C2,E-0012795,0.4653828514484183
Nc1cc2c(cc1-n1cc(OCCN3CCCCC3)cn1)NC(=O)CC2,E-0012796,0.5185139398778874
Fc1cccc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)c2)c1,E-0012797,0.1931245983544616
Fc1cccc(-c2cncc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,E-0012798,0.3053513694466238
Fc1cccc(-c2nccc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,E-0012799,0.2600713879850747
Fc1cccc(-c2cc(Nc3ccc(CN4CCOCC4)cc3)ncn2)c1,E-0012800,0.3747483460101038
CS(=O)(=O)Nc1cccc(-c2cccc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,E-0012801,0.3364597338485295
CS(=O)(=O)Nc1cccc(-c2nccc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,E-0012802,0.8698182079793282
CS(=O)(=O)Nc1cccc(-c2cc(Nc3ccc(CN4CCOCC4)cc3)ncn2)c1,E-0012803,0.8864907251724818
Fc1cccc(-c2ccnc(Nc3ccc(CN4CC(F)C4)cc3)n2)c1,E-0012804,0.2944662261615929
O=C(c1n[nH]c2ccccc12)N1CCC(Oc2ccc(Cl)cn2)CC1,E-0012805,0.3692158574101428
Fc1cccc(-c2ccnc(Nc3ccc(CN4CCC(F)(F)CC4)cc3)n2)c1,E-0012806,0.2833012287035495
