SMILES,Molecule Name,Log_Mouse_BPB
FC1(F)CCC(NCCOc2cnn(-c3ccc4ccncc4c3)c2)CC1,E-0013665,0.5314789170422551
c1cc2ccc(-n3cc(OCC4CCN4)cn3)cc2cn1,E-0013667,0.919078092376074
CN1C(=O)CCc2ccc(-c3cccc(OCCN4CCCCC4)n3)cc21,E-0013670,0.7993405494535817
O=C(c1[nH]ncc1C1CC1)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0013674,0.1760912590556812
Cn1cnc2ccc(OC3CCN(C(=O)c4[nH]nc5ccccc45)CC3)cc21,E-0013679,0.9684829485539352
O=C1CCc2ccc(-c3cc(OCCN4CCCCC4)ccn3)cc2N1,E-0013694,1.2329961103921538
CN1C(=O)CCc2ccc(-c3cc(OCCN4CCCCC4)ccn3)cc21,E-0013695,1.2329961103921538
c1cc(Nc2ccc(CN3CCOCC3)cc2)nc(-c2cncnc2)c1,E-0013702,1.0934216851622351
Cn1cnc2ccc(-c3c[nH]nc3C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)cc21,E-0013707,0.3010299956639812
O=C(c1[nH]ncc1-c1ccc2ocnc2c1)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0013711,0.146128035678238
COc1ccc2[nH]c3c(=O)n(C[C@@H]4CCN(C)C4)cnc3c2c1,E-0013720,1.0253058652647702
O=c1c2[nH]c3cc(F)ccc3c2ccn1CCCN1CCCCC1,E-0013725,0.505149978319906
C[C@H](N)COc1cnn(-c2ccc3ccncc3c2)c1,E-0013726,0.8260748027008264
Fc1cccc(-c2ccnc(Nc3ccc(NC4CCOCC4)cc3)n2)c1,E-0013729,0.146128035678238
c1cc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)cnn1,E-0013732,1.3560258571931227
O=c1ccc(-c2cccc(Nc3ccc(CN4CCOCC4)cc3)n2)c[nH]1,E-0013734,1.0681858617461617
Nc1cc(OCCN2CCCCC2)ccc1-c1ccc2ccncc2c1,E-0013735,0.6127838567197355
COc1cccc2c1c1ccn(C[C@@H]3CCCN(C)C3)c(=O)c1n2C,E-0013745,0.2430380486862944
O=C(c1n[nH]cc1-c1ccccc1)N1[C@@H]2CC[C@H]1C[C@H](Oc1ccc(Cl)cc1)C2,E-0013753,0.041392685158225
Cn1ccc(-c2c[nH]nc2C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)n1,E-0013754,0.4471580313422192
CN1CC(Cc2ccc(Nc3cccc(-c4cccc(F)c4)n3)cc2)C1,E-0013756,0.041392685158225
Fc1cccc(-c2ccnc(Nc3ccc(NC4CCNCC4)cc3)n2)c1,E-0013758,0.0791812460476248
Nc1cc2ccncc2cc1-c1ccc(OCCN2CCCCC2)cc1,E-0013760,0.785329835010767
O=C(c1n[nH]c2cccnc12)N1[C@@H]2CC[C@H]1C[C@H](Oc1ccc(Cl)cc1)C2,E-0013768,0.2787536009528289
O=C(c1n[nH]c2cc(OC(F)(F)F)ccc12)N1CCC(Oc2cncc(Cl)c2)CC1,E-0013770,0.1139433523068367
O=C(c1n[nH]c2cccnc12)N1CCC(Oc2cncc(Cl)c2)CC1,E-0013771,1.1846914308175989
O=C(c1n[nH]c2cccnc12)N1CCC(Nc2cncc(Cl)c2)CC1,E-0013772,1.2576785748691846
COCC1CN(Cc2cccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)c2)C1,E-0013778,1.3783979009481375
COC1CN(Cc2cccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)c2)C1,E-0013780,1.3617278360175928
CN1CCC[C@@H](Cn2ccc3c([nH]c4ccc(OCC(F)F)cc43)c2=O)C1,E-0013783,0.4471580313422192
c1cc2ccc(-c3ccc(OCCCN4CCCCC4)cc3)cc2cn1,E-0013788,0.146128035678238
COc1cncc(-c2cn(C)c3ccc(OC4CCNC4)cc23)c1,E-0013789,0.5820633629117087
c1cc2ccc(-c3ccc(OCCCN4CCCC4)cc3)cc2cn1,E-0013793,0.146128035678238
O=C(c1[nH]nc2cccnc12)N1C[C@H]2C[C@H](Oc3ccc(Cl)cc3)C[C@H]2C1,E-0013797,0.1139433523068367
O=C(c1n[nH]c2ccccc12)N1CCC(Nc2ccccc2)CC1,E-0013799,0.7075701760979364
O=C(c1c[nH]c2cccnc12)N1CCC(Nc2ccc(Cl)cc2)CC1,E-0013800,0.3222192947339193
O=C(c1n[nH]c2cccnc12)N1CCC(Oc2cccnc2C(F)(F)F)CC1,E-0013803,1.1760912590556811
O=c1c2[nH]c3c(F)cccc3c2ncn1CCCN1CCCCC1,E-0013807,1.0128372247051722
COc1ccc2[nH]c3c(=O)n([C@H](C)CCN4CCCCC4)ccc3c2c1,E-0013809,0.6627578316815741
COc1ccc2[nH]c3c(=O)n([C@@H](C)CCN4CCCCC4)ccc3c2c1,E-0013810,0.6627578316815741
CCOc1ccc2[nH]c3c(=O)n(C[C@@H]4CCCN(C)C4)cnc3c2c1,E-0013811,0.6020599913279624
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)C[C@H]3C)cc2)C1,E-0013813,1.3384564936046048
CN1CCC[C@@H](Cn2ccc3c([nH]c4ccc(OCC5COC5)cc43)c2=O)C1,E-0013815,1.041392685158225
O=C(c1n[nH]cc1-c1coc(C(F)(F)F)c1)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0013820,0.0170333392987803
COc1ccc2[nH]c3c(=O)n(CCCN4CCCCC4)ccc3c2n1,E-0013827,0.8692317197309762
COc1cc2[nH]c3c(=O)n(CCCN4CCCCC4)ccc3c2cc1F,E-0013829,0.4913616938342727
CCOc1ccc2[nH]c3c(=O)n(C[C@@H]4CCN(C)C4)cnc3c2c1,E-0013833,0.6812412373755872
COc1cncc(-c2cn(C)c3ccc(OC4CCN(C)C4)cc23)c1,E-0013841,0.7007037171450193
c1cc2ccc(-c3ccc(OCCN4CCCC4)cc3)cc2cn1,E-0013843,0.2833012287035495
COCCNC(=O)c1ccc(-c2ccc3ccncc3c2)cc1,E-0013844,0.9164539485499252
CNc1cc2ccncc2cc1-c1ccc(OCCN2CCCCC2)cn1,E-0013845,0.6127838567197355
CNc1cc2ccncc2cc1-c1ccc(OCCN2CCCCC2)cc1,E-0013846,0.5599066250361124
COc1cncc(-c2cn(C)c3ccc(OCC4CNC4)cc23)c1,E-0013848,0.568201724066995
COc1cncc(-c2cn(C)c3ccc(OC4CNC4)cc23)c1,E-0013849,0.5563025007672873
COc1cncc(-c2cn(C)c3ccc(OC4CN(C)C4)cc23)c1,E-0013850,0.7442929831226762
COc1ccc2c(c1)[nH]c1c(=O)n(CCCN3CCCCC3)ncc12,E-0013866,0.8195439355418687
COCC1CN([C@@H](COC)c2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2)C1,E-0013869,1.4785664955938431
COCC1CN([C@H](COC)c2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2)C1,E-0013870,1.380211241711606
CC[C@@H](c1ccc(N2CCN(C(=O)c3cn(C)c4ncccc34)CC2)cc1)N1CC(COC)C1,E-0013871,1.413299764081252
COc1ccc(-c2cc(C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)n[nH]2)cc1OC,E-0013892,0.3654879848908997
COc1cncc(-c2cn(C)c3ccc(OC[C@H](C)NC4CCOCC4)cc23)c1,E-0013910,0.6334684555795865
CC(C)Nc1ccc(-c2cn(C)c3ccc(OCCCN4CCCC4)cc23)cn1,E-0013911,0.3483048630481606
Fc1cccc(-c2cccc(Nc3ccc(CCN4CC(F)(F)C4)cc3)n2)c1,E-0013915,0.0170333392987803
Fc1cccc(-c2cccc(Nc3ccc(CCN4CCC4)cc3)n2)c1,E-0013916,0.0374264979406236
CC(=O)N[C@@H](C)COc1cccc(-c2ccc3c(c2)NC(=O)CC3)c1,E-0013917,0.7708520116421442
COc1ccc(-c2cc(C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)n[nH]2)c(OC)c1,E-0013927,0.1903316981702915
c1cc2ccc(-c3ccc(OCCN4CCNCC4)cc3)cc2cn1,E-0013941,0.3222192947339193
CC(=O)NCCOc1ccc(-c2ccc3ccncc3c2)cc1,E-0013951,0.5611013836490559
c1cnc2cc(-c3ccc(OCCN4CCCCC4)cc3)ccc2c1,E-0013952,0.3304137733491907
Nc1ccc(OCCN2CCCCC2)cc1-c1cc(-c2ccncc2)ccn1,E-0013955,1.2322335211147335
COc1ccc2c(c1)c1ncn(C[C@H]3CCN(C)C3)c(=O)c1n2C,E-0013992,0.8813846567705729
O=c1c2[nH]c3c(F)cccc3c2ccn1CCCN1CCCCC1,E-0013995,0.5899496013257077
O=C1CCc2cc(-n3ccc(OCC4CNC4)n3)ccc2N1,E-0014019,1.5678494505731069
CNC(=O)Cc1cccc(Nc2cccc(-c3cccnc3)n2)n1,E-0014029,1.278296208091274
CC(=O)Nc1cccc(Nc2cccc(-c3cccnc3)n2)n1,E-0014033,0.7168377232995244
O=C(c1n[nH]cc1-c1ccc2c(c1)OCO2)N1CCC(Oc2cncc(Cl)c2)CC1,E-0014034,0.3053513694466238
COc1ccc(Nc2nccc(N(CCc3ccncc3)C3CC3)n2)cc1,E-0014046,0.2227164711475832
Cc1ncc(COc2ccc3c(c2)c2ccn(CCCN4CCCCC4)c(=O)c2n3C)o1,E-0014051,0.5477747053878226
Cn1c2ccc(OCc3cn[nH]c3)cc2c2ccn(CCCN3CCCCC3)c(=O)c21,E-0014054,0.7505083948513462
Cn1c2cc(Cl)ccc2c2cc(=O)n(CCCN3CCCCC3)nc21,E-0014060,0.6324572921847242
COc1cc(C(F)(F)F)c2[nH]c3c(=O)n(CCCN4CCCCC4)ccc3c2c1,E-0014065,0.2227164711475832
O=C(c1n[nH]cc1C1CC1)N1CCC(Oc2ccc(Br)cc2)CC1,E-0014079,0.146128035678238
O=C(c1n[nH]c2cccnc12)N1CCC(Oc2ccc(Br)cc2)CC1,E-0014080,0.2479732663618066
O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCN(Cc2ccccc2)CC1,E-0014089,0.884795363948981
COc1ccccc1-c1cc(C(=O)N2CCC(Oc3cncc(Cl)c3)CC2)[nH]n1,E-0014090,0.2600713879850747
C[C@@H](NCCn1ccc2c3ccc(F)cc3n(C)c2c1=O)[C@@H]1CCC(=O)N1,E-0014097,0.4771212547196624
CCOc1cc2[nH]c3c(=O)n(CCCN4CCCCC4)ccc3c2cc1F,E-0014100,0.255272505103306
CN1CCC[C@@H](Cn2ccc3c([nH]c4cc(OCC5CC5)ccc43)c2=O)C1,E-0014107,0.1271047983648076
CCOc1cc2[nH]c3c(=O)n(CCCN4CCCCC4)ccc3c2cn1,E-0014108,0.8842287696326039
CC(C)NCCn1ccc2c([nH]c3cc(F)ccc32)c1=O,E-0014110,0.5211380837040362
NC(=O)Cn1ccc(Nc2cccc(-c3cccnc3)n2)n1,E-0014118,1.557266528869904
O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCC(OC2CCNCC2)CC1,E-0014128,1.675136504467994
N#Cc1ccc(OC2CCN(C(=O)c3n[nH]cc3-c3ccc4ncsc4c3)CC2)cc1,E-0014131,0.5065050324048721
NC(=O)Cc1ccnc(Nc2cccc(-c3cccnc3)n2)n1,E-0014139,1.6256210814249077
CNC(=O)N1CCC(OC2CCN(C(=O)c3n[nH]cc3-c3ccc4ncsc4c3)CC2)CC1,E-0014148,1.591064607026499
O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCC(OC2CCN(C3CC3)CC2)CC1,E-0014149,1.3370597263205246
O=C(c1n[nH]cc1C#Cc1cncs1)N1CCN(Cc2cncc(Cl)c2)CC1,E-0014150,1.2511513431753545
COc1ccc(-c2ncc(C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)[nH]2)c(OC)c1,E-0014151,0.2671717284030138
O=c1c2[nH]c3cc(F)ccc3c2ccn1CCC1CNC1,E-0014162,0.4065401804339551
O=c1c2[nH]c3cc(Cl)ncc3c2ccn1CCCN1CCCCC1,E-0014166,1.012415374762433
O=c1c2[nH]c3cc(F)ncc3c2ccn1CCCN1CCCCC1,E-0014167,1.2833012287035497
c1ccc(-n2ccc(Nc3ccc(OCCCN4CCCC4)cc3)n2)nc1,E-0014170,0.4913616938342727
FC1(F)CCN(CCOc2ccc(-c3ccc4ccncc4c3)cc2)CC1,E-0014173,0.041392685158225
O=C(c1n[nH]cc1C#Cc1cncs1)N1CCC(Oc2cncc(Cl)c2)CC1,E-0014181,0.5843312243675307
Cn1c2ccc(Cl)cc2c2cc(=O)n(CCCN3CCCCC3)nc21,E-0014226,0.705007959333336
O=c1c2[nH]c3cc(F)ccc3c2ccn1CCCC1CNC1,E-0014227,0.292256071356476
CNCCCn1ccc2c([nH]c3cc(F)ccc32)c1=O,E-0014228,0.3838153659804312
O=c1c2[nH]c3cc(OCF)ccc3c2ccn1CCCN1CCCCC1,E-0014229,0.5998830720736879
Cc1cnc2c(-c3cn[nH]c3C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)cnn2c1,E-0014235,0.2253092817258628
O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCN(C2CC2)CC1,E-0014239,1.378761175316373
O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCN(CC(F)(F)F)CC1,E-0014240,1.423081958297231
CCN1CCN(C(=O)c2n[nH]cc2-c2ccc3ncsc3c2)CC1,E-0014241,1.6707095952237971
O=C(c1[nH]ncc1-c1ccc2scnc2c1)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0014297,0.0791812460476248
O=C(c1n[nH]cc1-c1ccc2scnc2c1)N1CCC(c2ccc(Cl)cc2)CC1,E-0014298,0.0492180226701816
Clc1ccc(C2CCN(Cc3n[nH]cc3-c3ccc4ncsc4c3)CC2)cc1,E-0014299,0.0492180226701816
Clc1ccc(N2CCN(Cc3n[nH]cc3-c3ccc4ncsc4c3)CC2)cc1,E-0014300,0.0374264979406236
C#Cc1cccc2c(C(=O)N3CCN(c4ccc(CN5CC(OC)C5)cc4)CC3)cn(C)c12,E-0014316,0.4683473304121572
COC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5c(C#N)cccc45)CC3)cc2)C1,E-0014317,0.8034571156484139
CCC(C(N)=O)c1cccc(Nc2cccc(-c3cccnc3)n2)n1,E-0014326,0.8382192219076258
NC(=O)Cc1cccc(Nc2cccc(-c3cccnc3Cl)n2)n1,E-0014337,1.1752218003430523
c1cc2ccc(-c3ccc(OCCNC4COC4)cc3)cc2cn1,E-0014341,0.3979400086720376
CNc1cc(OC)ncc1-c1cc(C(=O)N2CCC(Oc3cncc(Cl)c3)CC2)on1,E-0014345,0.1789769472931694
Clc1cncc(O[C@@H]2[C@@H]3CC[C@H]2CN(Cc2n[nH]c4cccnc24)C3)c1,E-0014347,0.5820633629117087
O=C(c1n[nH]cc1-c1ccc2ocnc2c1)N1CCC(Oc2cncc(Cl)c2)CC1,E-0014351,0.6875289612146344
O=C(c1[nH]ncc1-c1cc2ccccc2[nH]1)N1CCC(Oc2cncc(Cl)c2)CC1,E-0014352,0.041392685158225
O=C(c1n[nH]cc1-c1ccn2nccc2n1)N1CCC[C@H](Oc2cncc(Cl)c2)C1,E-0014353,1.2823955047425255
O=C(c1n[nH]cc1-c1ccn2nccc2n1)N1CCN(C2CC2)CC1,E-0014355,1.6265456590271294
COc1cncc(OC2CCN(C(=O)c3cc(-c4ccc(OC)cc4OC)[nH]n3)CC2)c1,E-0014358,0.4668676203541094
COc1ccc2c(c1)[nH]c1c(C(=O)NCCCN3CCCCC3)ccnc12,E-0014361,0.6053050461411094
CN1CCC[C@@H](Cn2nc3c(cc2=O)c2ccc(Cl)cc2n3C)C1,E-0014363,0.6665179805548809
Cn1c2cc(Cl)ncc2c2ccn(CCCN3CCCCC3)c(=O)c21,E-0014365,0.8893017025063104
CN1CCC[C@@H](Cn2ccc3c([nH]c4cc(C(F)(F)F)ncc43)c2=O)C1,E-0014366,1.035029282202368
CC(C)NCCOc1ccc(-c2ccc3ccncc3c2)cc1,E-0014379,0.3344537511509309
COc1cc2ocnc2cc1-c1cc(C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)[nH]n1,E-0014390,0.0453229787866574
O=C(c1n[nH]cc1C#Cc1cncs1)N1CCC(OC2CCN(C3CC3)CC2)CC1,E-0014393,1.403120521175818
O=C(c1n[nH]cc1C(F)(F)F)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0014397,0.1522883443830564
COc1ccccc1-c1cc(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)[nH]n1,E-0014401,1.070037866607755
O=C(c1n[nH]c2cccnc12)N1CCN(Cc2ccc(Cl)c(F)c2)CC1,E-0014403,0.6803355134145632
Cc1cc2[nH]c3c(=O)n(CCCN4CCCCC4)ccc3c2s1,E-0014407,0.5502283530550941
COc1ccc2c3cc(=O)n(C[C@@H]4CCCN(C)C4)nc3n(C)c2c1,E-0014408,1.1583624920952498
COc1ccc2c3cc(OC[C@@H]4CCCN(C)C4)nnc3n(C)c2c1,E-0014409,0.5440680443502757
NC(=O)Cc1cccc(Nc2cccc(-c3cnccn3)n2)n1,E-0014424,1.2242740142942576
O=C(Cn1cccc(Nc2cccc(-c3cccnc3)n2)c1=O)N1CCC1,E-0014425,1.325310371711061
Clc1cncc(CN2CCC(Nc3n[nH]cc3-c3ccc4ncsc4c3)CC2)c1,E-0014444,0.6085260335771941
CCOC1CCN(C(=O)c2n[nH]cc2-c2ccc3ncsc3c2)CC1,E-0014447,1.4590907896005865
COc1cc2c(cn1)c1ccn(CCCN3CCCCC3)c(=O)c1n2C,E-0014458,1.021189299069938
CCOc1cnc2c(c1)[nH]c1c(=O)n(CCCN3CCCCC3)ccc12,E-0014462,1.0441476208787228
Cn1cc(-c2ccc(Cl)nc2)c2cc(OC3CNC3)ccc21,E-0014488,0.2855573090077737
Cc1c(N)c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,E-0014489,0.6344772701607316
NC(=O)Cc1cc(Nc2cc(-c3cccc(F)c3)ccn2)ccn1,E-0014500,0.3636119798921443
c1cncc(-c2ccnc(Nc3ccc(CN4CCCCC4)cc3)c2)c1,E-0014504,0.7888751157754168
c1cc2cc(n1)CCCOc1ccc(cc1)Nc1ccnc(n1)OCC2,E-0014507,0.5065050324048721
CN1CCC(OC2CCN(C(=O)c3n[nH]cc3-c3ccc4ncsc4c3)CC2)CC1,E-0014508,1.6938148538894169
O=C(c1n[nH]c2cccnc12)N1CCC(Oc2ccc(C3CC3)nc2)CC1,E-0014509,1.028977705208778
O=C(c1n[nH]c2cccnc12)N1CCC(n2cnc3cc(Cl)ccc32)CC1,E-0014512,0.8273692730538252
O=C(c1n[nH]c2ccccc12)N1CCC(Oc2cncc(C(F)(F)F)c2)CC1,E-0014513,0.4409090820652177
O=C(c1n[nH]c2cccnc12)N1CCC(Oc2cncc(C(F)(F)F)c2)CC1,E-0014514,1.1920095926536702
O=C(c1n[nH]c2cc(-c3ccccn3)ccc12)N1CCC(Oc2cncc(Cl)c2)CC1,E-0014517,0.1931245983544616
O=C(c1cccc2cn[nH]c12)N1CCC(Oc2cncc(Cl)c2)CC1,E-0014520,0.8055008581584001
O=C(c1cccc2[nH]ncc12)N1CCC(Oc2cncc(Cl)c2)CC1,E-0014523,0.8739015978644614
O=C(c1cccc2nc[nH]c12)N1CCC(Oc2cncc(Cl)c2)CC1,E-0014528,0.9493900066449128
O=C(c1cccc2nc[nH]c12)N1CCC(OC2CCN(C3CC3)CC2)CC1,E-0014529,1.741624257503812
CN1CCC[C@@H](Cn2ccc3c([nH]c4cc(F)ccc43)c2=O)C1=O,E-0014533,0.7160033436347992
O=c1c2[nH]c3cc(F)ccc3c2ccn1CCC1CCN1,E-0014537,0.416640507338281
Fc1cccc(-c2ccnc(Nc3ccc(CN4CCCCC4)cc3)c2)c1,E-0014552,0.0718820073061253
CC(=O)Nc1cccc(Nc2cc(-c3cccnc3)ccn2)n1,E-0014554,0.8937617620579434
c1cc2ccc(-c3ccc(OCCN4CCOCC4)cc3)cc2cn1,E-0014555,0.3654879848908997
CN1CCN(Cc2ccc(Nc3cccc(-c4cccc(F)c4)n3)cc2)CC1,E-0014556,0.0492180226701816
CN1CCN(Cc2ccc(Nc3cc(-c4cccc(F)c4)ccn3)cc2)CC1,E-0014557,0.1105897102992489
O=C(c1cccc2ccc(=O)[nH]c12)N1CCC(Oc2cncc(Cl)c2)CC1,E-0014568,1.1383026981662814
O=C(c1n[nH]c2cc(-c3ncccn3)ccc12)N1CCC(Oc2cncc(Cl)c2)CC1,E-0014573,0.3636119798921443
O=C(c1cccc2ccc(=O)[nH]c12)N1CCC(OC2CCN(C3CC3)CC2)CC1,E-0014574,1.808075868091307
COc1cncc(OC2CCN(C(=O)c3cc(-c4ccccc4OC)[nH]n3)CC2)c1,E-0014575,0.5693739096150459
COc1cncc(OC2CCN(C(=O)c3n[nH]c4cccnc34)CC2)c1,E-0014578,1.576916955965207
COc1cnc2cc3c(=O)n(CCCN4CCCCC4)ccn3c2c1,E-0014579,1.4337698339248657
CN1CCC[C@H](Cn2ccc3c([nH]c4cc(F)ccc43)c2=O)C1=O,E-0014580,0.5854607295085006
CCOc1cc2[nH]c3c(=O)n(C[C@@H]4CCCN(C)C4)ccc3c2cn1,E-0014582,0.9429995933660404
CNC(=O)Cc1cc(Nc2nccc(-c3cccnc3)n2)ccn1,E-0014590,1.2494429614425822
NC(=O)Cc1cccc(Nc2nccc(-c3cccc(F)c3)n2)c1,E-0014592,0.271841606536499
O=C1CCCN1CCOc1ccc(-c2ccc3ccncc3c2)cc1,E-0014593,0.4116197059632301
c1cc2ccc(-c3ccc(CCN4CCC4)cc3)cc2cn1,E-0014597,0.4756711883244297
CNC(=O)Cc1cccc(Nc2nccc(-c3cccnc3)n2)c1,E-0014601,1.255995726722402
COc1cccnc1-c1cc(C(=O)N2CCC(Oc3cncc(Cl)c3)CC2)n[nH]1,E-0014602,0.6473829701146198
COc1ccc(-c2cc(C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)n[nH]2)nc1,E-0014603,0.5797835966168101
O=C(NCCCN1CCCCC1)c1ccnc2c1[nH]c1cc(Cl)ncc12,E-0014619,0.6493348587121419
CCOc1cc2c(cn1)c1ccn(CCCN3CCCCC3)c(=O)c1n2C,E-0014620,0.5646660642520893
CN1CCN(CCCOc2ccc3sc4c(c3c2)SCCNC4=O)CC1,E-0014624,1.11293997608408
CN1CCN(Cc2ccc(Nc3nccc(-c4cccc(F)c4)n3)cc2)CC1=O,E-0014633,0.3364597338485295
