SMILES,Molecule Name,Log_HLM_CLint
Cc1c2ccncc2cc2c3cc(C(=O)NCCOC(C)(C)C)ccc3n(C)c12,E-0011298,2.438067450453494
COCC(C)(C)NC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,E-0011299,2.683137131483007
Cn1c2ccc(OCCN3CCCC3)cc2c2nc3cnccc3nc21,E-0011300,1.0606978403536118
Cn1c2ccc(OCCN3CCOCC3)cc2c2nc3cnccc3cc21,E-0011301,1.2013971243204515
Cn1c2ccc(OCCCN3CCCCC3)cc2c2nc3cnccc3nc21,E-0011302,1.285557309007774
Cn1c2ccc(OCCCCN3CCCCC3)cc2c2nc3cnccc3nc21,E-0011303,1.3304137733491908
COc1cccc(-c2cn(C)c3ccc(OCCCN4CCCC4)cc23)c1,E-0011305,1.385606273598312
COc1cncc(-c2cn(C)c3ccc(OCCCN4CCCC4)cc23)c1,E-0011306,1.3138672203691537
CC(C)N[C@@H](C)COc1ccc2c(c1)c1nc3cnccc3nc1n2C,E-0011308,1.276461804173244
CN1CCN=C1COc1ccc2c(c1)c1nc3cnccc3nc1n2C,E-0011309,1.1205739312058498
CCCN[C@@H](C)COc1ccc2c(c1)c1nc3cnccc3nc1n2C,E-0011310,1.0863598306747482
Cn1c2ccc(OCCCN3CCCC3)cc2c2nc3cnccc3nc21,E-0011311,1.1271047983648077
Cn1c2ccc(OCCCCN3CCCC3)cc2c2nc3cnccc3nc21,E-0011312,1.1613680022349748
C[C@@H](COc1ccc2c(c1)c1nc3cnccc3nc1n2C)N1CCCCC1,E-0011313,1.294466226161593
C[C@H](N)COc1ccc2c(c1)c1nc3cnccc3cc1n2C,E-0011314,0.99563519459755
Cn1cc(-c2cccnc2)c2cc(OCCCN3CCCC3)ccc21,E-0011316,1.3783979009481375
Cc1cc(C#N)cc2c3cc(OCCCN4CCCC4)ccc3n(C)c12,E-0011317,1.1986570869544226
Cc1ccc(CNc2cc(-c3ccccc3)[nH]c(=O)n2)cc1,E-0011335,1.041392685158225
COc1cccc(Nc2nc(-c3ccccc3)cs2)c1,E-0011365,2.183554533618861
COc1ccc(-c2csc(Nc3ccccn3)n2)cc1,E-0011366,2.009450895798694
Cc1c2ccncc2cc2c3cc(Oc4ccnc(N)c4)ccc3n(C)c12,E-0011626,1.9057958803678683
Cc1c2ccncc2cc2c3cc(Oc4cccc(N)n4)ccc3n(C)c12,E-0011627,2.185825359612962
Cc1c2ccncc2cc2c3cc(Oc4ccccn4)ccc3n(C)c12,E-0011628,2.5974757898703773
COCCNC(=O)c1ccc2c(c1)c1nc3cnccc3nc1n2C,E-0011629,1.1139433523068367
Cc1c2ccncc2cc2c3cc(Oc4ccncc4)ccc3n(C)c12,E-0011630,2.110589710299249
Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3cc(F)c(F)cc3n(C)c12,E-0011631,1.2148438480476975
Cn1c2ccc(OCCNC3CCC(F)(F)CC3)cc2c2nc3cnccc3nc21,E-0011632,1.5477747053878226
Cn1c2ccc(OCC(N)=O)cc2c2cc3ccccc3nc21,E-0011634,1.916453948549925
Cn1c2ccc(OCCNC3CCOCC3)cc2c2nc3cnccc3nc21,E-0011636,1.2380461031287957
Cc1cc(-n2cccn2)cc2c3cc(OCCCN4CCCC4)ccc3n(C)c12,E-0011637,1.0492180226701815
Cc1cc(-n2ccnc2)cc2c3cc(OCCCN4CCCC4)ccc3n(C)c12,E-0011638,0.9590413923210936
Cn1c2ccc(OCC3=NCCN3)cc2c2nc3cnccc3cc21,E-0011640,1.173186268412274
Cn1c2ccc(OCCN3CCCCC3)cc2c2cc(-c3ccncc3)ccc21,E-0011642,1.1205739312058498
Cn1c2ccc(C(=O)NCCO)cc2c2nc3cnccc3cc21,E-0011643,1.167317334748176
Cn1c2ccc(OCCN3CCCCC3)cc2c2ccc(-c3ccncc3)cc21,E-0011645,1.5622928644564746
O=C1CCc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc2N1,E-0011646,0.5314789170422551
Cn1c(=O)ccc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc21,E-0011647,1.155336037465062
c1cc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc2cn1,E-0011648,1.3222192947339193
Cc1c2ccncc2cc2c3cc(Oc4cccnc4)ccc3n(C)c12,E-0011650,2.331832044436249
Cn1c2ccc(OCC(N)=O)cc2c2cc3ccncc3nc21,E-0011651,1.931457870689005
Cc1c2ccncc2cc2c3ccccc3n(CCN(C)C)c12,E-0011652,1.975431808509263
Cc1c2ccnc(C(=O)NCCN(C)C)c2cc2c3cc(F)c(F)cc3n(C)c12,E-0011653,1.0530784434834195
Cn1c2ccc(OCCN3CCCCC3)cc2c2cc3ccncc3nc21,E-0011654,1.5599066250361124
Cn1c2ccc(OCCN3CCCCC3)cc2c2nc3cc(F)c(F)cc3nc21,E-0011656,1.307496037913213
Cc1c2ccncc2cc2c3cc(Oc4ccc(N)nc4)ccc3n(C)c12,E-0011657,1.9025467793139916
CN1C(=O)CCc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc21,E-0011658,1.0
COc1ccc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc2n1,E-0011659,1.260071387985075
c1cc(OCCN2CCCCC2)cc(-c2ccc3ccnnc3c2)c1,E-0011660,1.5786392099680724
c1cc2ccc(-c3ccc(OCCN4CCCCC4)cc3)nc2cn1,E-0011661,1.1072099696478683
O=C1Cc2ccc(-c3ccc(O)cc3)cc2N1,E-0011662,1.625312450961674
Oc1ccc(-c2ccc3ccncc3c2)cc1,E-0011663,1.8680563618230412
O=C1Cc2ccc(-c3cccc(O)c3)cc2N1,E-0011664,1.9532763366673045
CN1C(=O)Cc2ccc(-c3cccc(O)c3)cc21,E-0011665,2.110589710299249
Oc1cccc(-c2ccc3ccncc3c2)c1,E-0011666,1.9982593384236984
COc1ccccc1Nc1nc(-c2ccc(F)cc2)cs1,E-0011667,2.0170333392987803
CN(C)c1cccc(Nc2nc(-c3ccc(F)cc3)cs2)c1,E-0011668,1.9334872878487053
COc1cc(Nc2nccc(=O)[nH]2)cc(OC)c1,E-0011669,1.3617278360175928
COc1cccc(Nc2nccc(=O)[nH]2)c1,E-0011670,1.2174839442139065
Cc1cccc(Nc2nccc(=O)[nH]2)c1,E-0011671,1.3502480183341627
COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2CCN1CCCCC1,E-0011673,1.658964842664435
Cc1c2ccncc2cc2c3ccccc3n(CC3=NCCN3)c12,E-0011674,1.424881636631067
Cc1c2ccncc2cc2c3ccccc3n(CCN3CCCCC3)c12,E-0011675,1.6794278966121188
Cc1c2ccncc2cc2c3ccccc3n(CCN3CCOCC3)c12,E-0011676,1.787460474518415
Cn1c2ccc(OCCN)cc2c2nc3cnccc3nc21,E-0011677,1.2041199826559248
Cn1c2ccc(OCCN3CCOCC3)cc2c2cc3cnccc3nc21,E-0011678,1.390935107103379
C[C@H](N)COc1ccc2c(c1)c1cc3ccncc3nc1n2C,E-0011679,1.1903316981702914
Fc1cc(-c2ccnc(Nc3cccc(CN4CCOCC4)c3)n2)cc(N2CCOCC2)c1,E-0011694,2.109240968588203
O=C1Cc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc2N1,E-0011695,0.785329835010767
CN1C(=O)Cc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc21,E-0011696,0.8976270912904414
O=C1Cc2ccc(-c3cccc(OCCN4CCCCC4)c3)cc2N1,E-0011697,0.8976270912904414
c1cc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc2nn1,E-0011698,1.2041199826559248
c1cc(OCCN2CCCCC2)cc(-c2ccc3ccncc3c2)c1,E-0011699,1.983175072037813
CN1C(=O)Cc2ccc(-c3ccc(O)cc3)cc21,E-0011700,1.761927838420529
Fc1ccc(-c2csc(Nc3ccc4ccccc4c3)n2)cc1,E-0011701,2.4127964287165438
Fc1ccc(-c2csc(Nc3ccncc3)n2)cc1,E-0011702,2.7936507177071728
COc1ccc(Nc2nc(-c3ccc(F)cc3)cs2)cc1,E-0011703,2.575995620203268
CN(C)c1ccccc1Nc1nc(-c2ccc(F)cc2)cs1,E-0011704,2.0629578340845103
CN(C)c1ccc(Nc2nc(-c3ccc(F)cc3)cs2)cc1,E-0011705,2.270911639410481
Nc1ccnc2cc(-c3ccccc3)nn12,E-0011706,2.8197412972730103
COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2CCN1CCOCC1,E-0011753,2.144885418287142
CNCCOc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,E-0011755,1.0086001717619175
Cn1c2ccc(OCCN3CCCCC3)cc2c2cc3cnccc3nc21,E-0011757,1.276461804173244
Cc1cc(-c2nccs2)cc2c3cc(OCCCN4CCCC4)ccc3n(C)c12,E-0011758,1.0253058652647702
CN1C(=O)Cc2ccc(-c3cccc(OCCN4CCCCC4)c3)cc21,E-0011759,1.209515014542631
Cc1cc(C2(C#N)CC2)cc2c3cc(OCCCN4CCCC4)ccc3n(C)c12,E-0011760,0.8750612633917001
Cc1cc(C#N)cc2c3cc(OCCN4CCCCC4)ccc3n(C)c12,E-0011761,1.429752280002408
O=c1ccnc(Nc2cc(Cl)cc(Cl)c2)[nH]1,E-0011762,1.7299742856995557
O=c1ccnc(Nc2cccc(Cl)c2)[nH]1,E-0011763,1.4563660331290431
CN1CCN=C1COc1ccc2c(c1)c1cc3ccncc3nc1n2C,E-0011764,1.2253092817258628
Cn1c2ccc(OCCN3CCCCC3)cc2c2nc3cc4c(cc3nc21)OCO4,E-0011765,1.173186268412274
Cn1c2ccc(OCC(N)=O)cc2c2cc3cnccc3nc21,E-0011766,1.7489628612561614
CS(=O)(=O)Nc1cccc(-c2ccnc(Nc3ccc(CC(N)=O)cc3)n2)c1,E-0011791,1.292256071356476
Cc1cc(C#N)cc2c3cc(Oc4ccnc(N)c4)ccc3n(C)c12,E-0011802,1.869818207979328
COCCNC(=O)c1ccc2c(c1)c1cc(C#N)cc(C)c1n2C,E-0011803,2.215108581053093
COc1cc(Nc2nc(-c3ccccc3)cc(=O)[nH]2)cc(OC)c1,E-0011804,1.890979596989689
Nc1cc(C2CC2)nc2cc(-c3ccccc3)nn12,E-0011805,2.443888546777372
COc1ccc(-c2cc(N)n3nc(-c4ccccc4)cc3n2)cc1,E-0011806,1.374748346010104
COc1cccc(-c2cc(N)n3nc(-c4ccccc4)cc3n2)c1,E-0011807,1.6464037262230695
COC(=O)c1n[nH]cc1Nc1ccccc1,E-0011808,2.583198773968623
CC(C)c1cc(N)n2nc(-c3ccccc3)cc2n1,E-0011833,2.4726101975960444
C#Cc1cc(N)n2nc(-c3ccccc3)cc2n1,E-0011834,2.220108088040055
COc1ccccc1-c1cc2nc(-c3ccccc3)cc(N)n2n1,E-0011835,1.6901960800285136
COC(=O)c1nn(Cc2ccccc2)cc1N,E-0011836,0.9637878273455552
COC(=O)c1c(N)cnn1Cc1ccccc1,E-0011837,1.3180633349627615
Cc1cc(-c2cnccn2)cc2c3cc(OCCCN4CCCC4)ccc3n(C)c12,E-0011838,1.0086001717619175
Cc1cc(-c2cncs2)cc2c3cc(OCCCN4CCCC4)ccc3n(C)c12,E-0011839,1.0492180226701815
Cc1cc(C#N)cc2c3cc(OCCNC4CCC(F)(F)CC4)ccc3n(C)c12,E-0011840,1.7596678446896306
Cc1c2ccncc2cc2c3cc(OCC4CNC4)ccc3n(C)c12,E-0011841,0.724275869600789
Cc1c2ccncc2cc2c3cc(OC4CCNC4)ccc3n(C)c12,E-0011842,0.6232492903979004
COC(=O)c1n[nH]cc1N(C)C,E-0011863,0.9637878273455552
Fc1ccc(-c2csc(Nc3cccc(N4CCOCC4)c3)n2)cc1,E-0011864,2.345961541813141
Nc1cc(-c2ccccc2)nc2c(-c3ccccc3)cnn12,E-0011865,1.4409090820652175
CCCc1cc(N)n2nc(-c3ccccc3)cc2n1,E-0011866,2.3911116137028023
CN(C)c1cc(-c2ccccc2)nc2cc(-c3ccccc3)nn12,E-0011867,2.061829307294699
Cc1cc2nc(-c3ccccc3)cc(N)n2n1,E-0011868,2.445292769425972
COc1ccc(-c2cc3nc(-c4ccccc4)cc(N)n3n2)cc1,E-0011869,2.969928189428116
COc1cccc(-c2cc3nc(-c4ccccc4)cc(N)n3n2)c1,E-0011870,1.7109631189952756
OCCNc1cc(-c2ccccc2)nc2cc(-c3ccccc3)nn12,E-0011871,1.6232492903979006
O=C(c1n[nH]c2ccccc12)N1CCC(Nc2ccc(Cl)cc2)CC1,E-0011872,0.99563519459755
O=C(c1n[nH]c2ccccc12)N1CCC(NCc2ccc(Cl)cc2)CC1,E-0011873,1.4393326938302626
O=C(c1n[nH]c2ccccc12)N1CCN(Cc2ccc(C(F)(F)F)cc2)CC1,E-0011874,1.6919651027673603
Cc1c2ccncc2cc2c3cc(OCC4(C)CNC4)ccc3n(C)c12,E-0011875,0.9590413923210936
Cc1c2ccncc2cc2c3cc(OCC4CCN4)ccc3n(C)c12,E-0011877,0.9912260756924948
Fc1cccc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,E-0011880,1.4563660331290431
c1cc2ccc(-n3cc(OCCN4CCCCC4)cn3)cc2cn1,E-0011881,1.0755469613925308
c1cc2ccc(-n3cc(OCCN4CCCCC4)cn3)cc2nn1,E-0011882,0.7993405494535817
CNc1cc2ccncc2cc1-n1cc(OCCN2CCCCC2)cn1,E-0011883,1.110589710299249
Cc1c2ccncc2cc2c3cc(OCCNC4CCOCC4)ccc3n(C)c12,E-0011884,0.0
Cc1c2ccncc2cc2c3cc(OC[C@H](C)NC4CCOCC4)ccc3n(C)c12,E-0011885,0.9242792860618816
Nc1cc(-c2ccccc2)nc2nc(-c3ccccc3)cn12,E-0011888,0.8864907251724818
COC(=O)c1nn(-c2ccccc2)cc1N,E-0011889,2.601842789782098
COC(=O)c1nn(C(C)C)cc1N,E-0011890,1.08278537031645
O=C(c1nn(CCO)c2ccccc12)N1CCC(Oc2ccc(Cl)cc2)CC1,E-0011891,0.7923916894982539
CN(C)CCn1nc(C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)c2ccccc21,E-0011892,1.94546858513182
CN1CCN(c2cccc(Nc3nc(-c4ccc(F)cc4)cs3)c2)CC1,E-0011893,1.6222140229662954
CN(C)CCCOc1ccccc1Nc1nc(-c2ccc(F)cc2)cs1,E-0011894,1.130333768495006
O=C(c1n[nH]c2ccccc12)N1CCC(Oc2ccccc2Cl)CC1,E-0011895,2.5964871337365443
